verdict,claim,date,source,reviewer,language,raw_verdict,raw_verdict_en
other,"Claim1: If you add neem leaves, mint leaves, betel leaves of holy basil to a pocket made within the mask, the air you breathe gets cleaner and better. Claim2: A video demonstrates how to make a mask out of crude elements like a plastic funnel and a velvet sponge, with black cumin and camphor with the claim that it will provide protection against coronavirus. Claim3: Masks that are worn for a long time is that the masks make you ill, and they build carbon dioxide in your body.",2020-06-06T00:00:00Z,D'Spiel,ha-asia.com,en,"Fact 1: Neem leaves and mint leaves are known to purify the air when they are a part of the plant. When they are inserted into the mask pockets, they clearly wilt soon. There are no demonstrated benefits of these herbs inside the masks. Fact2: Not only a plastic funnel with a velvet sponge will be very uncomfortable to be worn for a long period of time, but it can also be dangerous too.  This apart, there is no evidence that breathing in camphor or black cumin has any role in preventing coronavirus infection. Fact3: This is probably true for masks not worn properly or ill-fitting masks. A properly fitted mask ensures proper airflow while protecting the mouth and the nose.","Fact 1: Neem leaves and mint leaves are known to purify the air when they are a part of the plant. When they are inserted into the mask pockets, they clearly wilt soon. There are no demonstrated benefits of these herbs inside the masks. Fact2: Not only a plastic funnel with a velvet sponge will be very uncomfortable to be worn for a long period of time, but it can also be dangerous too.  This apart, there is no evidence that breathing in camphor or black cumin has any role in preventing coronavirus infection. Fact3: This is probably true for masks not worn properly or ill-fitting masks. A properly fitted mask ensures proper airflow while protecting the mouth and the nose."
misinformation,Paylaşılan Görselin 1984 Yılındaki Ankara - Aksaray Karayoluna Ait Olduğu İddiası,2021-05-04T00:00:00Z,Semiha Ekinci,malumatfurus.org,tr,YANLIS,False
other,"No, l’Umbria non è la regione con «più anziani» d’Italia",,Donatella Tesei,pagellapolitica.it,it,Nì,nì
misinformation,The viral image of dead children is from ongoing Israel-Palestine conflict.,2021-05-19T13:44:26Z,Social Media,thelogicalindian.com,en,False,False
misinformation,Forskere på University of California har ikke fundet en eneste positiv blandt 1.500 coronatest,2021-04-21T00:00:00Z,Opslag på sociale medier,tjekdet.dk,da,Falsk,False
misinformation,"Former president Ferdinand Marcos appeared in a world leaders’ meeting in Toronto, Canada in 1983.",,,rappler.com,en,False,False
factual,Scannable QR code projected on Shanghai’s skies for people to download video game,2021-05-16T11:40:57Z,Social Media users,newsmeter.in,en,True,True
misinformation,Actress Liza Soberano will represent the Philippines in the 70th Miss Universe pageant to make up for the country’s loss this year.,,,rappler.com,en,False,False
other,Die Corona-Tests sind unsicher,2020-03-20T00:00:00Z,Claus Köhnlein,watson.ch,de,"Mittlerweile gibt es unterschiedliche Corona-Tests. Der wohl bekannteste ist der PCR-Test. Dieser gilt in der Forschung als der Gold-Standard, weil er eine Corona-Infektion am genauesten nachweisen kann. Diese gelten also als sehr sicher. Dann kommen die Schnelltests. Hier ist nicht das Problem, dass sie weniger genau sind, sondern dass sie oft zum falschen Zeitpunkt eingesetzt werden. So fand eine Studie zu drei unterschiedlichen Schnelltests heraus, dass diese erst etwa zehn Tage nach Einsetzen der Symptome eine Genauigkeit von 95 bis 100 Prozent erreichen. Davor ist sie jedoch sehr viel tiefer. Weitere Studien bestätigen ebenfalls, dass solche Schnelltests bei infektiösen Patienten gut anschlagen. Sie seien ausreichend genau, «um übliche Viruslasten während der ersten Woche mit Krankheitssymptomen zu erkennen», schreibt die Forschungsgruppe des deutschen Virologen Christian Drosten in ihrer Studie. Ein negatives Testresultat bedeutet jedoch nicht, dass man kein Corona hat, sondern, dass man zum Zeitpunkt des Tests zumindest keine ansteckende Virenlast in sich trug. Schliesslich gibt es auch noch die Antikörper-Tests. Diese werden benutzt, um nachzuweisen, ob sich jemand in der Vergangenheit bereits mit dem neuen Coronavirus infiziert hat. Hier variiert die Genauigkeit der Tests. Liegt eine Infektion bereits mehrere Wochen zurück, wird es immer wahrscheinlicher, dass der Test nicht anschlägt.","There are now different corona tests. Probably the best known is the PCR test. This is considered to be the gold standard in research because it can most accurately detect a corona infection. So these are considered very safe. Then come the rapid tests. The problem here is not that they are less accurate, but that they are often used at the wrong time. A study of three different rapid tests found that they only achieve an accuracy of 95 to 100 percent about ten days after the onset of symptoms. Before that, however, it is much deeper. Further studies also confirm that such rapid tests work well in infectious patients. They are sufficiently accurate ""to recognize the usual viral loads with symptoms of the disease during the first week,"" writes the research group of the German virologist Christian Drosten in their study. However, a negative test result does not mean that you do not have a corona, but that at least no contagious viral load was in you at the time of the test. Finally, there are also the antibody tests. These are used to prove whether someone has been infected with the new coronavirus in the past. The accuracy of the tests varies here. If an infection was already several weeks ago, it becomes more and more likely that the test will not work."
misinformation,Jacques Attali chce eutanazji osób starszych,2021-04-11T00:00:00Z,,sprawdzam.afp.com,pl,fałsz,falsehood
misinformation,Video shows the current situation in Palestine,2021-05-19T10:53:32Z,WhatsApp,thequint.com,en,False,False
misinformation,"""Charlie Chaplin já entrou num concurso de sósias de Charlie Chaplin e ficou em 3º lugar""",2021-05-13T12:50:15Z,Utilizador de Facebook,observador.pt,pt,Errado,Wrong
misinformation,"Ein Tierversuchslabor in der Nähe von Hamburg wurde am 17. Januar 2020 geschlossen. In den sozialen Medien kursiert nun die Behauptung, dass 90 Beagle-Welpen aus dem Labor eingeschläfert werden, wenn sie bis Ende Februar kein neues Zuhause finden.",2020-01-20T00:00:00Z,Carina Pischel,presseportal.de,de,"Die Hunde werden nicht eingeschläfert, die Behauptung ist falsch.","The dogs are not euthanized, the claim is false."
misinformation,"صورة مُرفقة بتعليق ""المنظر في غزة"".",2021-05-21T07:54:00Z,مروان عبدالحميد 🇵🇸,misbar.com,ar,مضلل,misleading
misinformation,Zwei von drei Corona-Ansteckungen im Ausgang,2020-07-31T00:00:00Z,Bundesamt für Gesundheit (BAG),watson.ch,de,Falsch. Das BAG korrigierte die Zahlen zwei Tage später. Die neue Kern-Aussage von Daten der Kantone bestätigt.,Not correct. The BAG corrected the numbers two days later. The new core statement confirmed by data from the cantons.
misinformation,"Депутатов Народной партии Казахстана беспокоит ситуация с утечкой специалистов из Казахстана в 2020 году. Если годом ранее доля высококвалифицированных специалистов в общей статистике эмигрантов составляла 50,6%, то в 2020 году несмотря на пандемию и ограничения передвижения, этот показатель достиг 54,3%",2021-04-28T00:00:00Z,Александр Милютин,factcheck.kz,ru,Манипуляция,Manipulation
misinformation,"Smelling camphor, ajwain, laung and eucalyptus oil can increase oxygen levels.",2021-04-16T05:37:17Z,"Facebook,Twitter,WhatsApp",fit.thequint.com,en,False,False
misinformation,"Risikoen for blodpropper er højere for p-piller end for AstraZenecas vaccine, og p-piller er farligere",2021-04-15T00:00:00Z,"Liberal Alliance, Konservative Folkeparti, opslag på sociale medier",tjekdet.dk,da,Misvisende,Misleading
misinformation,新加坡防疫訊息：疫苗對現在變種病毒株無用...類固醇藥物無用..無症狀感染者仍有感染力,2021-05-16T00:00:00Z,LINE使用者、Facebook使用者,tfc-taiwan.org.tw,zh,部分錯誤,Partial error
misinformation,V Holandsku zrušili povinné nosenie rúšok aj očkovanie,2021-04-21T00:00:00Z,Rôzne zdroje,fakty.afp.com,sk,Nepravda,It's not true
misinformation,Renzi avrebbe fatto confusione tra Vecchioni e Battiato nel salutare il cantante,2021-05-20T00:00:00Z,Post virale su Facebook,bufale.net,it,Fake la foto secondo cui Renzi avrebbe fatto confusione tra Vecchioni e Battiato,Fake the photo according to which Renzi would have confused Vecchioni and Battiato
misinformation,Oltási igazolással lehet csak felszállni a budapesti tömegközlekedés egyes buszraira,2021-04-06T00:00:00Z,,tenykerdes.afp.com,hu,Hiányzó kontextus,Missing context
misinformation,"""Espanha tem salário mínimo de 1.050 euros e reforma de 900?""",2021-05-09T00:24:57Z,Utilizador de Facebook,observador.pt,pt,Errado,Wrong
misinformation,Video shows high tides in Konkan region of Maharashtra as Cyclone Tauktae lashes India.,2021-05-16T00:00:00Z,Facebook users,indiatoday.in,en,Half true,Half true
misinformation,"A be nem oltottak korlátozva vannak, vért mégis adhatnak",2021-05-07T00:00:00Z,,tenykerdes.afp.com,hu,Hiányzó kontextus,Missing context
misinformation,Tallet på døde av vaksinen overskrider nå tallet på døde av covid-19.,2021-04-22T00:00:00Z,Steigan.no,faktisk.no,no,Helt feil,Completely wrong
misinformation,"Russian doctors have performed post-mortem examinations on Covid-19 patients and discovered proof that Covid ""does not exist as a virus""",,Various - shared on Telegram,bbc.co.uk,en,There is no evidence of this happening and claims regarding a link between coronavirus and 5G are false.,There is no evidence of this happening and claims regarding a link between coronavirus and 5G are false.
misinformation,Video yang diklaim sebagai video saat Presiden Rusia Vladimir Putin bertemu dengan Presiden Turki Recep Tayyip Erdogan untuk membahas isu Palestina,2021-05-13T00:00:00Z,Akun Twitter,cekfakta.tempo.co,id,Keliru,Wrong
misinformation,The NSW Coalition cut $20 million from specialist domestic violence shelters in 2014,2019-02-26T00:00:00Z,Michael Daley,abc.net.au,en,Oversimplified,Oversimplified
misinformation,Recent Photograph of Palestinian child wiping father’s blood,2021-05-19T07:09:42Z,Social Media Users,newsmeter.in,en,Misleading,Misleading
misinformation,Les masques peuvent causer de l'hypoxie cérébrale.,2020-05-11T00:00:00Z,Russell Blaylock,ici.radio-canada.ca,fr,Faux,False
other,Norske barn er i Europa-toppen når det gjelder å se på porno,2017-07-20T00:00:00Z,KrF,faktisk.no,no,Ikke sikkert,Not sure
factual,"“По результатам первого полугодия 2019 года продолжительность жизни уже составляет 73,7 года… Разница в продолжительности жизни мужчин и женщин – 9,9 года”",2019-08-27T00:00:00Z,Вероника Скворцова,factograph.info,ru,"ВОЗМОЖНО, НО...",POSSIBLE BUT ...
misinformation,網傳「印度神器！把牛尿煮成吸蒸氣，吸了可以杀死新冠病毒」的影片。,,Facebook 用戶,mygopen.com,zh,不實,false
misinformation,Leaving hand sanitiser in your car during hot weather will cause it to catch fire,2020-05-22T00:00:00Z,"Western Lakes Fire Department, Wisconsin",thejournal.ie,en,False,False
other,Sebastian Kurz bezeichnete Ermittlungen gegen die eigene Person als Grund für ein Amtsende.,2021-05-12T00:00:00Z,,faktencheck.afp.com,de,Das Zitat ist unbelegt.,The quote is blank.
misinformation,«Le Piramidi di Ghiza si illuminano con i colori della bandiera della Palestina come segno di solidarietà e sostegno alla causa palestinese»,2021-05-15T00:00:00Z,,facta.news,it,Immagine modificata,Modified image
other,Sogar tote Tiere können in den USA per Brief wählen,2020-07-10T00:00:00Z,Trump War Room,watson.ch,de,"Durch einen etwas kuriosen Fehler erhielt eine seit 12 Jahren verstorbene Katze im Bundesstaat Georgia einen Aufruf, sich als Wähler zu registrieren. Selbst wenn sie noch am Leben wäre, wäre sie wohl spätestens bei der Ausweiskontrolle im Wahllokal gestoppt worden.  Nichtsdestotrotz goss der Vorfall Öl ins Feuer der republikanischen Kampagne gegen die Briefwahl. «Das ist das Wahlchaos und der Unfug, den die Demokraten wollen», kommentierte Trumps Kampagnenteam im Juli, nachdem der Vorfall publik wurde.","Due to a somewhat curious mistake, a cat in the state of Georgia who had died 12 years ago received an appeal to register as a voter. Even if she were still alive, she would probably have been stopped at the latest when she checked her ID at the polling station. Nonetheless, the incident added fuel to the fire of the Republican campaign against postal voting. ""This is the election chaos and nonsense that the Democrats want,"" commented Trump's campaign team in July after the incident became public."
misinformation,Covid-19 neexistuje a američtí vědci podali žalobu na CDC,2021-05-12T00:00:00Z,Různé zdroje,napravoumiru.afp.com,cs,Nepravda,It's not true
